date,trade_count,total_volume,total_pnl,mean_pnl,pnl_std,win_rate,long_volume,short_volume,total_fees,bias,class_clean,sent_num,sent_num_filled
2023-01-05,3,0.25129999999999997,0.0,0.0,0.0,0.0,0.25129999999999997,0.0,0.0,0.9999999960206923,fear,1.0,1.0
2023-05-12,9,11.80901,0.0,0.0,0.0,0.0,11.2119,0.59711,12.501455,0.8988721323041582,neutral,2.0,2.0
2024-01-01,18,4178.78664,-129.53146,-7.196192222222223,85.84776860469921,0.05555555555555555,2089.39332,2089.39332,66.059867,0.0,greed,3.0,3.0
2024-01-02,6,44986.0,0.0,0.0,0.0,0.0,44986.0,0.0,0.5020439999999999,0.9999999999999778,greed,3.0,3.0
2024-01-03,137,25984676.0,8244.241409,60.176944591240876,111.95860869453276,0.9343065693430657,12992338.0,12992338.0,-0.546854,0.0,greed,3.0,3.0
2024-01-04,77,9563430.3674,2507.963406,32.57095332467532,92.06770180124278,0.5454545454545454,4781731.9015999995,4781698.4658,83.751362,3.496214089992136e-06,greed,3.0,3.0
2024-01-05,14,29.825,0.0,0.0,0.0,0.0,29.825,0.0,30.458908,0.999999999966471,greed,3.0,3.0
2024-01-06,25,499938.0,91.510419,3.66041676,7.909299454844354,0.36,249969.0,249969.0,4.492106,0.0,greed,3.0,3.0
2024-01-07,64,1227237.4996,5065.839308,79.1537391875,207.33447463371925,0.40625,853699.1947999999,373538.30480000004,425.323025,0.39125343721692085,greed,3.0,3.0
2024-01-08,57,292827.2818435,167.080017,2.9312283684210527,23.197203266011744,0.07017543859649122,288462.61035000003,4364.6714935,108.095036,0.970189447745288,greed,3.0,3.0
2024-01-09,12,5846.961139999999,137.433093,11.452757750000002,25.479618769976113,0.4166666666666667,4078.32,1768.64114,4.325861,0.39502209860755205,extreme greed,4.0,4.0
2024-01-10,4,2.25636,0.0,0.0,0.0,0.0,2.25636,0.0,48.98401,0.9999999995568083,greed,3.0,3.0
2024-01-11,23,57939.29527,1040.475736,45.238075478260875,154.1983753462747,0.2608695652173913,28969.86473,28969.43054,90.654875,7.493877824654056e-06,extreme greed,4.0,4.0
2024-01-12,416,3560119.23642001,40886.364494,98.28453003365385,338.03944268346726,0.53125,154459.87645,3405659.3599700104,245.38375138,-0.9132276948087154,greed,3.0,3.0
2024-02-01,17,208218.35486,783.979116,46.11641858823529,134.42834386429288,0.47058823529411764,104109.17743,104109.17743,30.337176,0.0,greed,3.0,3.0
2024-02-02,42,42139.736820000006,456.423473,10.867225547619048,41.93124714430262,0.30952380952380953,61.368410000000004,42078.368409999995,91.569636,-0.9970873852267925,greed,3.0,3.0
2024-02-03,31,651733.0,230.90060000000005,7.448406451612905,250.64780257055287,0.6774193548387096,336242.0,315491.0,-0.4691290000000001,0.03183972577727377,greed,3.0,3.0
2024-02-04,41,5958.1049,883.760812,21.555141756097562,78.23542802217051,0.2926829268292683,5900.3338,57.7711,80.13257399999999,0.9806075586213695,greed,3.0,3.0
2024-02-06,93,31288.5,192.906947,2.074268247311828,4.425015055071825,0.3655913978494624,12829.000000000002,18459.5,7.792912,-0.17995429630694404,greed,3.0,3.0
2024-02-07,18,11420.300000000001,2421.253116,134.514062,226.36405308073617,0.7222222222222222,11293.300000000001,127.0,11.458730000000001,0.977758903005965,greed,3.0,3.0
2024-02-08,63,68333.3740408,782.3681909999999,12.418542714285714,44.14907581961201,0.2698412698412698,68290.6102,42.7638408,145.520462,0.9987483761368208,greed,3.0,3.0
2024-02-09,2,12.3657,0.0,0.0,0.0,0.0,12.3657,0.0,10.500148,0.9999999999191311,greed,3.0,3.0
2024-02-10,4,1.64099,0.0,0.0,0.0,0.0,1.64099,0.0,34.984016999999994,0.9999999993906117,greed,3.0,3.0
2024-02-11,2,0.58072,0.0,0.0,0.0,0.0,0.58072,0.0,13.999997,0.9999999982779998,greed,3.0,3.0
2024-02-12,270,210965.83884,18489.604313,68.48001597407408,379.90364074572494,0.4074074074074074,114925.22013,96040.61871000001,147.88781359,0.0895149732479783,greed,3.0,3.0
2024-03-01,67,64502.1274,866.015507,12.925604582089552,50.415365667933756,0.417910447761194,32251.0637,32251.0637,98.624811,0.0,extreme greed,4.0,4.0
2024-03-02,56,9661.26755,223.30918699999998,3.9876640535714283,68.62663189543068,0.10714285714285714,9613.12883,48.13872,109.662349,0.990034698914741,extreme greed,4.0,4.0
2024-03-03,79,48774887.74,8361.086245,105.83653474683545,199.82398269178753,0.6835443037974683,24387443.87,24387443.87,-2.507103,0.0,extreme greed,4.0,4.0
2024-03-04,4,2310.0,126.7884,31.6971,63.3942,0.25,1572.0,738.0,1.661201,0.36103896103880473,extreme greed,4.0,4.0
2024-03-05,36,42527.4724,5306.017045,147.3893623611111,280.85451321791754,0.4722222222222222,119.0,42408.4724,98.910681,-0.9944036175542614,extreme greed,4.0,4.0
2024-03-06,70,19199.3,562.808208,8.040117257142859,11.849209775400267,0.6285714285714286,12414.9,6784.4,5.378086,0.2932659003192672,extreme greed,4.0,4.0
2024-03-07,18,256.5812,1118.387284,62.132626888888886,130.94390209637675,0.2222222222222222,256.58119999999997,0.0,62.628682,0.9999999999961025,extreme greed,4.0,4.0
2024-03-08,37,71917.87894000001,464.1897,12.545667567567568,76.3123165975776,0.02702702702702703,69894.5571,2023.32184,108.653106,0.9437324384472322,extreme greed,4.0,4.0
2024-03-10,9,3777.99039,100.375782,11.152864666666666,20.273575382952355,0.3333333333333333,1889.99039,1888.0,46.527491000000005,0.0005268382908722558,extreme greed,4.0,4.0
2024-03-11,6,129416.61818,0.0,0.0,0.0,0.0,129416.61818,0.0,40.404152,0.9999999999999922,extreme greed,4.0,4.0
2024-03-12,374,251246.61252,23576.539285,63.03887509358289,229.00768096588675,0.4304812834224599,120106.50612,131140.1064,330.57309170999997,-0.0439154190750398,extreme greed,4.0,4.0
2024-04-01,5,45.0958,-67.60364,-13.520728,29.544005214373353,0.0,22.5479,22.5479,24.948132,0.0,extreme greed,4.0,4.0
2024-04-02,35,20905.14109,47.62389499999999,1.360682714285714,31.922762604224417,0.2571428571428571,20861.77549,43.3656,50.52688,0.9958512023608161,extreme greed,4.0,4.0
